,player_id,game_year,team_id,timeOnIce,assists,goals,shots,hits,powerPlayGoals,powerPlayAssists,penaltyMinutes,faceOffWins,faceoffTaken,takeaways,giveaways,shortHandedGoals,shortHandedAssists,blocked,plusMinus,evenTimeOnIce,shortHandedTimeOnIce,powerPlayTimeOnIce,player_name,birth_year,height_cm,weight,uid
10,8445000,2005,588,33835,12,6,81,0.0,4,8,16,258,474,0.0,0.0,1,1,0.0,-13,18014,6527,9294,Dave Andreychuk,1963,193.04,225.0,Dave Andreychuk_2005_8445000
11,8445176,2000,788,90473,45,34,225,0.0,14,17,76,4,8,0.0,0.0,1,0,0.0,-2,63658,4072,22743,Donald Audette,1969,172.72,191.0,Donald Audette_2000_8445176
12,8445176,2001,604,28711,13,5,82,0.0,3,6,20,2,3,0.0,0.0,0,0,0.0,3,21510,6,7195,Donald Audette,1969,172.72,191.0,Donald Audette_2001_8445176
13,8445176,2002,432,50202,12,11,118,0.0,4,8,19,2,6,0.0,0.0,0,0,0.0,-7,39293,18,10891,Donald Audette,1969,172.72,191.0,Donald Audette_2002_8445176
14,8445176,2003,548,45529,12,9,107,0.0,5,5,38,4,8,0.0,0.0,0,0,0.0,-13,33994,30,11505,Donald Audette,1969,172.72,191.0,Donald Audette_2003_8445176
15,8445266,2000,1886,95471,8,3,56,0.0,0,0,63,2,3,0.0,0.0,0,2,0.0,-13,74258,20861,352,Murray Baron,1967,190.5,236.0,Murray Baron_2000_8445266
16,8445266,2001,1403,62010,6,1,38,0.0,0,0,68,1,2,0.0,0.0,0,0,0.0,8,47206,14494,310,Murray Baron,1967,190.5,236.0,Murray Baron_2001_8445266
17,8445266,2002,1794,79646,4,2,34,0.0,0,0,62,0,0,0.0,0.0,0,1,0.0,13,59236,19925,485,Murray Baron,1967,190.5,236.0,Murray Baron_2002_8445266
18,8445266,2003,1520,92301,5,1,57,0.0,0,0,61,0,0,0.0,0.0,0,0,0.0,-6,73392,18605,304,Murray Baron,1967,190.5,236.0,Murray Baron_2003_8445266
19,8445283,2000,780,45269,18,5,48,0.0,0,3,135,267,528,0.0,0.0,1,0,0.0,4,34227,7951,3091,Len Barrie,1969,182.88,200.0,Len Barrie_2000_8445283
20,8445413,2000,1510,100077,19,7,107,0.0,4,12,121,0,1,0.0,0.0,0,0,0.0,-9,70826,10888,18363,Drake Berehowsky,1972,187.96,217.0,Drake Berehowsky_2000_8445413
21,8445413,2001,1439,43881,6,2,38,0.0,0,1,60,0,1,0.0,0.0,0,0,0.0,0,36368,984,6529,Drake Berehowsky,1972,187.96,217.0,Drake Berehowsky_2001_8445413
22,8445413,2002,189,4561,2,1,8,0.0,0,1,27,0,0,0.0,0.0,0,0,0.0,0,3684,47,830,Drake Berehowsky,1972,187.96,217.0,Drake Berehowsky_2002_8445413
23,8445413,2003,325,68617,18,6,70,0.0,3,12,67,0,0,0.0,0.0,0,0,0.0,-11,50842,4889,12886,Drake Berehowsky,1972,187.96,217.0,Drake Berehowsky_2003_8445413
24,8445423,2000,850,25431,7,3,35,0.0,0,1,26,64,143,0.0,0.0,0,0,0.0,-1,21608,941,2882,Benoit Hogue,1966,177.8,194.0,Benoit Hogue_2000_8445423
25,8445423,2001,1037,39070,8,7,42,0.0,0,1,37,89,180,0.0,0.0,0,0,0.0,-5,34351,1654,3065,Benoit Hogue,1966,177.8,194.0,Benoit Hogue_2001_8445423
26,8445428,2000,218,38390,4,1,12,0.0,0,0,26,0,0,0.0,0.0,0,0,0.0,6,32474,5604,312,Marc Bergevin,1965,185.42,214.0,Marc Bergevin_2000_8445428
27,8445428,2001,570,22056,3,0,13,0.0,0,0,2,0,0,0.0,0.0,0,0,0.0,6,19574,2365,117,Marc Bergevin,1965,185.42,214.0,Marc Bergevin_2001_8445428
28,8445428,2002,359,78794,5,2,27,0.0,0,0,36,0,0,0.0,0.0,0,1,0.0,-11,64835,13637,322,Marc Bergevin,1965,185.42,214.0,Marc Bergevin_2002_8445428
29,8445428,2003,467,58658,10,1,30,0.0,0,0,29,0,0,0.0,0.0,0,0,0.0,-6,47169,10908,581,Marc Bergevin,1965,185.42,214.0,Marc Bergevin_2003_8445428
30,8445440,2000,406,21118,3,0,35,0.0,0,0,72,5,11,0.0,0.0,0,0,0.0,-8,20958,9,151,Craig Berube,1965,185.42,205.0,Craig Berube_2000_8445440
31,8445440,2001,1320,25808,1,3,34,0.0,1,0,164,15,28,0.0,0.0,0,0,0.0,-2,24893,44,871,Craig Berube,1965,185.42,205.0,Craig Berube_2001_8445440
32,8445440,2002,1100,17355,4,2,21,0.0,0,0,100,8,27,0.0,0.0,0,0,0.0,-6,17180,6,169,Craig Berube,1965,185.42,205.0,Craig Berube_2002_8445440
33,8445493,2000,630,22865,5,1,34,0.0,0,0,4,4,7,0.0,0.0,0,0,0.0,-3,21171,1323,371,James Black,1969,180.34,210.0,James Black_2000_8445493
34,8445550,2000,1677,111607,40,19,267,0.0,10,19,77,0,0,0.0,0.0,0,1,0.0,3,73790,15685,22132,Rob Blake,1969,193.04,220.0,Rob Blake_2000_8445550
35,8445550,2001,1575,124103,40,16,229,0.0,10,17,58,0,0,0.0,0.0,0,1,0.0,16,84288,17063,22752,Rob Blake,1969,193.04,220.0,Rob Blake_2001_8445550
36,8445550,2002,1659,124911,28,17,269,0.0,8,13,57,0,0,0.0,0.0,2,1,0.0,20,82909,19028,22974,Rob Blake,1969,193.04,220.0,Rob Blake_2002_8445550
37,8445550,2003,1554,108297,33,13,242,0.0,8,18,61,0,1,0.0,0.0,0,1,0.0,6,75497,13539,19261,Rob Blake,1969,193.04,220.0,Rob Blake_2003_8445550
38,8445550,2005,1701,118451,37,14,264,0.0,7,17,94,0,2,0.0,0.0,1,1,0.0,2,71547,20957,25947,Rob Blake,1969,193.04,220.0,Rob Blake_2005_8445550
39,8445550,2006,1872,105390,20,14,208,0.0,11,15,82,1,3,0.0,0.0,0,1,0.0,-26,66855,16375,22160,Rob Blake,1969,193.04,220.0,Rob Blake_2006_8445550
40,8445550,2007,1846,96844,22,9,144,0.0,5,10,98,4,8,0.0,0.0,0,0,0.0,-19,65325,14792,16727,Rob Blake,1969,193.04,220.0,Rob Blake_2007_8445550
41,8445550,2008,2044,93176,35,10,198,0.0,6,16,110,0,0,0.0,0.0,0,0,0.0,15,68922,10976,13278,Rob Blake,1969,193.04,220.0,Rob Blake_2008_8445550
42,8445550,2009,1960,89676,23,7,182,0.0,4,4,60,0,0,0.0,0.0,0,1,0.0,14,67760,12112,9804,Rob Blake,1969,193.04,220.0,Rob Blake_2009_8445550
43,8445575,2000,1230,102319,36,45,305,0.0,22,11,60,1,2,0.0,0.0,4,1,0.0,8,69102,10253,22964,Peter Bondra,1968,185.42,200.0,Peter Bondra_2000_8445575
44,8445575,2001,1155,100314,31,39,333,0.0,17,11,80,1,2,0.0,0.0,1,1,0.0,-2,69329,7965,23020,Peter Bondra,1968,185.42,200.0,Peter Bondra_2001_8445575
45,8445575,2002,1140,86139,26,30,256,0.0,9,10,52,4,13,0.0,0.0,2,0,0.0,-3,56752,7998,21389,Peter Bondra,1968,185.42,200.0,Peter Bondra_2002_8445575
46,8445575,2003,1017,85989,23,26,188,0.0,14,11,38,1,6,0.0,0.0,0,0,0.0,-16,59534,6140,20315,Peter Bondra,1968,185.42,200.0,Peter Bondra_2003_8445575
47,8445575,2005,660,57369,18,21,143,0.0,8,9,40,1,5,0.0,0.0,0,0,0.0,-3,40922,1977,14470,Peter Bondra,1968,185.42,200.0,Peter Bondra_2005_8445575
48,8445575,2006,592,26689,9,5,46,0.0,2,1,26,0,1,0.0,0.0,0,0,0.0,2,21433,251,5005,Peter Bondra,1968,185.42,200.0,Peter Bondra_2006_8445575
49,8445621,2000,1680,125264,52,7,216,0.0,2,31,48,0,0,0.0,0.0,2,0,0.0,25,81534,19571,24159,Ray Bourque,1960,182.88,223.0,Ray Bourque_2000_8445621
50,8445730,2000,1020,40441,13,9,91,0.0,2,3,14,123,234,0.0,0.0,1,0,0.0,0,34274,3875,2292,Doug Brown,1964,180.34,185.0,Doug Brown_2000_8445730
51,8445733,2000,2132,70980,14,6,66,0.0,0,0,75,63,155,0.0,0.0,0,1,0.0,-10,56836,13457,687,Kelly Buchberger,1966,187.96,200.0,Kelly Buchberger_2000_8445733
52,8445733,2001,1924,45927,7,6,39,0.0,0,2,105,52,126,0.0,0.0,0,0,0.0,-13,35460,10145,322,Kelly Buchberger,1966,187.96,200.0,Kelly Buchberger_2001_8445733
53,8445733,2002,2133,47295,9,3,32,0.0,0,0,109,338,784,0.0,0.0,1,0,0.0,0,36139,10561,595,Kelly Buchberger,1966,187.96,200.0,Kelly Buchberger_2002_8445733
54,8445733,2003,355,44117,3,1,34,0.0,0,0,109,29,64,0.0,0.0,0,0,0.0,-19,33287,9236,1594,Kelly Buchberger,1966,187.96,200.0,Kelly Buchberger_2003_8445733
55,8445734,2000,280,34997,11,3,61,0.0,0,4,12,11,24,0.0,0.0,0,0,0.0,-4,27866,5559,1572,Benoit Brunet,1968,177.8,203.0,Benoit Brunet_2000_8445734
56,8445734,2001,1045,50812,14,9,72,0.0,1,1,12,26,64,0.0,0.0,1,0,0.0,-3,42147,6476,2189,Benoit Brunet,1968,177.8,203.0,Benoit Brunet_2001_8445734
57,8445735,2000,948,104856,36,20,163,0.0,5,12,47,1152,1907,0.0,0.0,1,1,0.0,-7,75292,16421,13143,Rod Brind'Amour,1970,185.42,205.0,Rod Brind'Amour_2000_8445735
58,8445735,2001,972,107490,32,23,162,0.0,5,9,40,1218,2058,0.0,0.0,2,1,0.0,3,75766,17290,14434,Rod Brind'Amour,1970,185.42,205.0,Rod Brind'Amour_2001_8445735
59,8445735,2002,576,68445,23,14,110,0.0,7,13,37,702,1242,0.0,0.0,1,1,0.0,-9,42020,13444,12981,Rod Brind'Amour,1970,185.42,205.0,Rod Brind'Amour_2002_8445735
60,8445735,2003,936,100098,26,12,141,0.0,1,3,28,1110,1817,0.0,0.0,0,1,0.0,0,71356,16382,12360,Rod Brind'Amour,1970,185.42,205.0,Rod Brind'Amour_2003_8445735
61,8445735,2005,936,113693,39,31,198,0.0,19,16,68,1268,2145,0.0,0.0,2,3,0.0,8,68041,20378,25274,Rod Brind'Amour,1970,185.42,205.0,Rod Brind'Amour_2005_8445735
62,8445735,2006,936,109130,56,26,181,0.0,9,21,46,1213,2047,0.0,0.0,2,3,0.0,7,68739,16935,23456,Rod Brind'Amour,1970,185.42,205.0,Rod Brind'Amour_2006_8445735
63,8445735,2007,708,79473,32,19,151,0.0,6,12,38,851,1460,0.0,0.0,0,0,0.0,0,54330,10710,14433,Rod Brind'Amour,1970,185.42,205.0,Rod Brind'Amour_2007_8445735
64,8445735,2008,960,91077,35,16,135,0.0,6,18,36,908,1488,0.0,0.0,1,1,0.0,-23,68680,8041,14356,Rod Brind'Amour,1970,185.42,205.0,Rod Brind'Amour_2008_8445735
65,8445735,2009,960,61030,10,9,95,0.0,2,3,36,499,849,0.0,0.0,0,0,0.0,-29,49020,5319,6691,Rod Brind'Amour,1970,185.42,205.0,Rod Brind'Amour_2009_8445735
66,8445739,2000,616,114199,21,15,178,0.0,11,17,28,1,1,0.0,0.0,0,0,0.0,-31,75646,12857,25696,Patrice Brisebois,1971,187.96,197.0,Patrice Brisebois_2000_8445739
67,8445739,2001,568,101770,29,4,95,0.0,2,12,25,0,0,0.0,0.0,1,0,0.0,9,71112,11102,19556,Patrice Brisebois,1971,187.96,197.0,Patrice Brisebois_2001_8445739
68,8445739,2002,584,102431,25,4,105,0.0,1,18,32,0,0,0.0,0.0,0,0,0.0,-14,72841,11393,18197,Patrice Brisebois,1971,187.96,197.0,Patrice Brisebois_2002_8445739
69,8445739,2003,568,90881,27,4,96,0.0,2,9,22,0,0,0.0,0.0,0,0,0.0,17,68448,7462,14971,Patrice Brisebois,1971,187.96,197.0,Patrice Brisebois_2003_8445739
70,8445739,2005,1680,107116,28,10,107,0.0,4,12,55,0,2,0.0,0.0,0,1,0.0,1,70157,18700,18259,Patrice Brisebois,1971,187.96,197.0,Patrice Brisebois_2005_8445739
71,8445739,2006,693,38377,10,1,36,0.0,1,4,22,0,0,0.0,0.0,0,0,0.0,-5,27995,4496,5886,Patrice Brisebois,1971,187.96,197.0,Patrice Brisebois_2006_8445739
72,8445739,2007,344,43428,8,3,42,0.0,2,5,26,0,0,0.0,0.0,0,0,0.0,-2,35885,971,6572,Patrice Brisebois,1971,187.96,197.0,Patrice Brisebois_2007_8445739
73,8445739,2008,496,59171,13,5,68,0.0,4,3,19,0,0,0.0,0.0,0,0,0.0,-3,48360,589,10222,Patrice Brisebois,1971,187.96,197.0,Patrice Brisebois_2008_8445739
74,8445783,2000,297,30911,2,0,18,0.0,0,0,27,0,0,0.0,0.0,0,0,0.0,2,24999,4285,1627,Adam Burt,1969,187.96,210.0,Adam Burt_2000_8445783
75,8446003,2000,1518,76693,44,12,104,0.0,2,19,10,581,1164,0.0,0.0,0,2,0.0,1,46870,10946,18877,Andrew Cassels,1969,180.34,178.0,Andrew Cassels_2000_8446003
76,8446003,2001,1219,55476,39,11,64,0.0,7,17,22,436,866,0.0,0.0,0,0,0.0,5,37329,5386,12761,Andrew Cassels,1969,180.34,178.0,Andrew Cassels_2001_8446003
77,8446003,2002,2291,94138,48,20,113,0.0,9,25,30,804,1649,0.0,0.0,1,2,0.0,-4,59600,11498,23040,Andrew Cassels,1969,180.34,178.0,Andrew Cassels_2002_8446003
78,8446003,2003,1682,67135,20,6,91,0.0,2,13,26,543,1205,0.0,0.0,0,1,0.0,-24,43631,8286,15218,Andrew Cassels,1969,180.34,178.0,Andrew Cassels_2003_8446003
79,8446003,2005,465,24590,8,4,29,0.0,2,4,14,157,315,0.0,0.0,0,0,0.0,-3,15937,109,8544,Andrew Cassels,1969,180.34,178.0,Andrew Cassels_2005_8446003
80,8446053,2000,408,32901,3,0,26,0.0,0,0,45,0,0,0.0,0.0,0,1,0.0,4,23506,8194,1201,Chris Chelios,1962,182.88,191.0,Chris Chelios_2000_8446053
81,8446053,2001,1343,119923,33,6,128,0.0,1,6,126,0,0,0.0,0.0,0,3,0.0,40,87258,23714,8951,Chris Chelios,1962,182.88,191.0,Chris Chelios_2001_8446053
82,8446053,2002,1122,96002,17,2,92,0.0,0,3,78,0,0,0.0,0.0,1,1,0.0,4,68268,22930,4804,Chris Chelios,1962,182.88,191.0,Chris Chelios_2002_8446053
83,8446053,2003,1156,87207,19,2,113,0.0,0,0,59,0,0,0.0,0.0,0,0,0.0,11,70036,14441,2730,Chris Chelios,1962,182.88,191.0,Chris Chelios_2003_8446053
84,8446053,2005,1360,88397,6,4,82,0.0,1,0,106,1,4,0.0,0.0,1,2,0.0,22,60804,26509,1084,Chris Chelios,1962,182.88,191.0,Chris Chelios_2005_8446053
85,8446053,2006,1207,77223,11,0,72,0.0,0,0,34,0,1,0.0,0.0,0,1,0.0,11,55195,20630,1398,Chris Chelios,1962,182.88,191.0,Chris Chelios_2006_8446053
86,8446053,2007,1173,70214,9,3,60,0.0,0,0,36,0,0,0.0,0.0,0,0,0.0,11,52534,16370,1310,Chris Chelios,1962,182.88,191.0,Chris Chelios_2007_8446053
87,8446053,2008,476,19608,0,0,14,0.0,0,0,18,0,0,0.0,0.0,0,0,0.0,1,16871,2663,74,Chris Chelios,1962,182.88,191.0,Chris Chelios_2008_8446053
88,8446053,2009,77,4693,0,0,5,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,-2,4120,573,0,Chris Chelios,1962,182.88,191.0,Chris Chelios_2009_8446053
89,8446117,2000,108,20458,4,0,28,0.0,0,1,30,0,0,0.0,0.0,0,0,0.0,-6,13995,1546,4917,Paul Coffey,1961,182.88,205.0,Paul Coffey_2000_8446117
90,8446133,2001,465,51357,13,12,92,0.0,1,2,26,5,8,0.0,0.0,0,0,0.0,-15,43797,110,7450,Zdeno Ciger,1969,185.42,190.0,Zdeno Ciger_2001_8446133
91,8446165,2000,1525,56751,7,7,66,0.0,1,0,22,631,1170,0.0,0.0,0,0,0.0,-8,45848,10325,578,Bob Corkum,1967,182.88,222.0,Bob Corkum_2000_8446165
92,8446165,2001,785,67977,5,3,80,0.0,0,1,20,710,1375,0.0,0.0,0,0,0.0,-32,52427,14734,816,Bob Corkum,1967,182.88,222.0,Bob Corkum_2001_8446165
93,8446167,2000,770,73179,18,8,102,0.0,0,3,189,294,602,0.0,0.0,0,0,0.0,1,55795,9820,7564,Shayne Corson,1966,185.42,202.0,Shayne Corson_2000_8446167
94,8446167,2001,740,75788,21,12,111,0.0,0,2,120,272,598,0.0,0.0,1,0,0.0,11,58668,8200,8920,Shayne Corson,1966,185.42,202.0,Shayne Corson_2001_8446167
95,8446167,2002,460,41510,8,7,69,0.0,0,1,49,90,202,0.0,0.0,0,0,0.0,-5,33015,5217,3278,Shayne Corson,1966,185.42,202.0,Shayne Corson_2002_8446167
96,8446167,2003,425,13786,5,5,21,0.0,0,0,29,10,23,0.0,0.0,1,0,0.0,12,11692,1133,961,Shayne Corson,1966,185.42,202.0,Shayne Corson_2003_8446167
97,8446181,2000,1020,72573,11,7,86,0.0,1,6,18,0,0,0.0,0.0,1,0,0.0,-3,56852,9698,6023,Sylvain Cote,1966,180.34,195.0,Sylvain Cote_2000_8446181
98,8446181,2001,1050,82875,11,3,101,0.0,1,2,26,0,0,0.0,0.0,0,0,0.0,-15,65480,11918,5477,Sylvain Cote,1966,180.34,195.0,Sylvain Cote_2001_8446181
99,8446181,2002,15,252,0,0,0,0.0,0,0,4,0,0,0.0,0.0,0,0,0.0,0,124,128,0,Sylvain Cote,1966,180.34,195.0,Sylvain Cote_2002_8446181
100,8446213,2001,56,953,0,0,2,0.0,0,0,2,0,0,0.0,0.0,0,0,0.0,0,806,0,147,Mike Craig,1971,185.42,188.0,Mike Craig_2001_8446213
101,8446286,2000,30,698,0,0,0,0.0,0,0,2,0,0,0.0,0.0,0,0,0.0,-1,517,0,181,Jean-Jacques Daigneault,1965,177.8,192.0,Jean-Jacques Daigneault_2000_8446286
102,8446295,2000,1095,64832,33,15,145,0.0,6,6,6,4,6,0.0,0.0,0,0,0.0,11,54758,307,9767,Ulf Dahlen,1967,190.5,204.0,Ulf Dahlen_2000_8446295
103,8446295,2001,1035,66858,29,23,141,0.0,7,11,8,33,54,0.0,0.0,0,0,0.0,-5,54573,1634,10651,Ulf Dahlen,1967,190.5,204.0,Ulf Dahlen_2001_8446295
104,8446295,2002,1575,52249,20,17,100,0.0,9,7,14,9,18,0.0,0.0,0,0,0.0,11,40874,217,11158,Ulf Dahlen,1967,190.5,204.0,Ulf Dahlen_2002_8446295
105,8446303,2000,1260,56197,37,9,101,0.0,4,13,62,541,1027,0.0,0.0,0,2,0.0,17,35604,8420,12173,Vincent Damphousse,1967,185.42,205.0,Vincent Damphousse_2000_8446303
106,8446303,2001,2296,96565,38,20,172,0.0,7,12,60,843,1690,0.0,0.0,2,0,0.0,8,63043,12735,20787,Vincent Damphousse,1967,185.42,205.0,Vincent Damphousse_2001_8446303
107,8446303,2002,2296,94258,38,23,176,0.0,15,19,66,672,1301,0.0,0.0,0,1,0.0,-13,64089,10234,19935,Vincent Damphousse,1967,185.42,205.0,Vincent Damphousse_2002_8446303
108,8446303,2003,2296,84343,29,12,156,0.0,7,12,66,402,764,0.0,0.0,0,0,0.0,-5,62749,5133,16461,Vincent Damphousse,1967,185.42,205.0,Vincent Damphousse_2003_8446303
109,8446305,2000,804,30149,1,1,42,0.0,0,0,15,67,125,0.0,0.0,0,0,0.0,-3,20397,9493,259,Jeff Daniels,1968,185.42,200.0,Jeff Daniels_2000_8446305
110,8446305,2001,780,31638,1,4,40,0.0,0,0,12,83,178,0.0,0.0,1,0,0.0,-6,21245,9928,465,Jeff Daniels,1968,185.42,200.0,Jeff Daniels_2001_8446305
111,8446305,2002,708,29314,4,0,41,0.0,0,0,8,43,107,0.0,0.0,0,0,0.0,-9,18466,10452,396,Jeff Daniels,1968,185.42,200.0,Jeff Daniels_2002_8446305
112,8446309,2000,77,79813,4,0,50,0.0,0,0,87,0,0,0.0,0.0,0,0,0.0,8,63977,15635,201,Ken Daneyko,1964,185.42,215.0,Ken Daneyko_2000_8446309
113,8446309,2001,67,62393,6,0,44,0.0,0,0,60,0,0,0.0,0.0,0,0,0.0,2,52994,9162,237,Ken Daneyko,1964,185.42,215.0,Ken Daneyko_2001_8446309
114,8446309,2002,69,64629,7,2,38,0.0,0,0,33,1,1,0.0,0.0,0,0,0.0,6,54503,9814,312,Ken Daneyko,1964,185.42,215.0,Ken Daneyko_2002_8446309
115,8446407,2000,316,125351,33,15,187,0.0,6,13,50,3,3,0.0,0.0,1,1,0.0,-3,85482,16590,23279,Eric Desjardins,1969,185.42,205.0,Eric Desjardins_2000_8446407
116,8446407,2001,260,86599,19,6,117,0.0,2,4,24,0,2,0.0,0.0,1,1,0.0,-1,64098,9438,13063,Eric Desjardins,1969,185.42,205.0,Eric Desjardins_2001_8446407
117,8446407,2002,316,108610,24,8,197,0.0,1,7,35,0,0,0.0,0.0,0,1,0.0,30,79111,15079,14420,Eric Desjardins,1969,185.42,205.0,Eric Desjardins_2002_8446407
118,8446407,2003,192,64751,11,1,92,0.0,0,3,28,0,1,0.0,0.0,0,1,0.0,11,48130,10119,6502,Eric Desjardins,1969,185.42,205.0,Eric Desjardins_2003_8446407
119,8446407,2005,180,63720,20,4,88,0.0,3,10,56,1,1,0.0,0.0,0,3,0.0,3,41751,12212,9757,Eric Desjardins,1969,185.42,205.0,Eric Desjardins_2005_8446407
120,8446408,2000,888,66468,18,6,99,0.0,0,2,54,20,46,0.0,0.0,2,0,0.0,-14,52947,11560,1961,Rob DiMaio,1968,177.8,190.0,Rob DiMaio_2000_8446408
121,8446408,2001,1525,39802,6,6,63,0.0,0,0,25,34,76,0.0,0.0,2,0,0.0,-2,32644,6985,173,Rob DiMaio,1968,177.8,190.0,Rob DiMaio_2001_8446408
122,8446408,2002,1725,53675,9,10,81,0.0,0,0,76,22,49,0.0,0.0,0,0,0.0,18,44691,8599,385,Rob DiMaio,1968,177.8,190.0,Rob DiMaio_2002_8446408
123,8446408,2003,1725,53713,15,9,76,0.0,0,0,52,8,21,0.0,0.0,1,1,0.0,2,47191,5833,689,Rob DiMaio,1968,177.8,190.0,Rob DiMaio_2003_8446408
124,8446408,2005,854,42772,13,4,72,0.0,2,1,30,19,40,0.0,0.0,0,1,0.0,-7,31804,5767,5201,Rob DiMaio,1968,177.8,190.0,Rob DiMaio_2005_8446408
125,8446417,2000,350,9020,0,0,8,0.0,0,0,18,0,0,0.0,0.0,0,0,0.0,4,8845,170,5,Gerald Diduck,1965,185.42,216.0,Gerald Diduck_2000_8446417
126,8446423,2000,1914,42051,7,8,74,0.0,0,0,126,4,13,0.0,0.0,0,0,0.0,2,40794,595,662,Kevin Dineen,1963,180.34,190.0,Kevin Dineen_2000_8446423
127,8446423,2001,1711,35817,8,5,73,0.0,0,1,62,1,9,0.0,0.0,0,0,0.0,-6,34628,129,1060,Kevin Dineen,1963,180.34,190.0,Kevin Dineen_2001_8446423
128,8446423,2002,116,2561,0,0,7,0.0,0,0,12,2,4,0.0,0.0,0,0,0.0,0,2182,289,90,Kevin Dineen,1963,180.34,190.0,Kevin Dineen_2002_8446423
129,8446435,2000,473,16227,1,1,11,0.0,0,0,18,0,0,0.0,0.0,0,0,0.0,4,14674,1373,180,Bobby Dollas,1965,187.96,212.0,Bobby Dollas_2000_8446435
130,8446454,2000,820,41243,7,13,60,0.0,1,0,214,4,5,0.0,0.0,0,0,0.0,2,40152,145,946,Tie Domi,1969,177.8,213.0,Tie Domi_2000_8446454
131,8446454,2001,740,45851,10,9,93,0.0,0,1,157,10,22,0.0,0.0,0,0,0.0,3,44458,9,1384,Tie Domi,1969,177.8,213.0,Tie Domi_2001_8446454
132,8446454,2002,790,51833,14,15,91,0.0,4,2,171,4,21,0.0,0.0,0,0,0.0,-1,47407,150,4276,Tie Domi,1969,177.8,213.0,Tie Domi_2002_8446454
133,8446454,2003,800,53731,13,7,84,0.0,1,0,208,0,7,0.0,0.0,0,0,0.0,-2,50729,58,2944,Tie Domi,1969,177.8,213.0,Tie Domi_2003_8446454
134,8446454,2005,770,44926,11,5,67,0.0,1,0,109,2,5,0.0,0.0,0,0,0.0,-10,43613,181,1132,Tie Domi,1969,177.8,213.0,Tie Domi_2005_8446454
135,8446485,2000,1275,60473,17,8,123,0.0,0,0,38,563,997,0.0,0.0,1,2,0.0,17,49513,9870,1090,Kris Draper,1971,177.8,188.0,Kris Draper_2000_8446485
136,8446485,2001,1394,76675,15,15,137,0.0,0,0,56,402,756,0.0,0.0,2,1,0.0,26,62285,11658,2732,Kris Draper,1971,177.8,188.0,Kris Draper_2001_8446485
137,8446485,2002,1394,79665,21,14,142,0.0,0,1,82,603,1059,0.0,0.0,1,2,0.0,6,60366,18247,1052,Kris Draper,1971,177.8,188.0,Kris Draper_2002_8446485
138,8446485,2003,1122,70195,16,24,147,0.0,2,2,31,592,1044,0.0,0.0,5,2,0.0,23,54600,12372,3223,Kris Draper,1971,177.8,188.0,Kris Draper_2003_8446485
139,8446485,2005,1360,85290,22,10,153,0.0,0,2,58,743,1287,0.0,0.0,1,1,0.0,3,60652,21520,3118,Kris Draper,1971,177.8,188.0,Kris Draper_2005_8446485
